file,md5,sha1,sha256,exif,phashes,stats,lsb,ela_image,ela_bright_fraction,ela_suspicious,error
stego.jpg,4e2a1d3bd32a653da18c8fdadc80e8cd,f361fbc03e49c96b2ec4ec72fbbacf9341436c66,becc3fde7e0913cf921d4148d31707f5e9fd11380394bfe0e0c22b2cfcf0daac,{},"{""ahash"": ""ffff780000200600"", ""phash"": ""d591b4ae2e0a4bd5""}","{""channels"": {""R"": {""mean"": 50.38579114278158, ""var"": 2433.518404701194, ""hist_peak"": 0}, ""G"": {""mean"": 87.74326515197754, ""var"": 3089.260722578547, ""hist_peak"": 45}, ""B"": {""mean"": 95.06628227233887, ""var"": 7218.7142682865515, ""hist_peak"": 0}}}","{""per_channel"": {""R"": {""p1"": 0.47016461690266925, ""var"": 0.2491098499154357, ""entropy"": 0.9974300434074832}, ""G"": {""p1"": 0.5003134409586588, ""var"": 0.24999990175476558, ""entropy"": 0.9999997165241561}, ""B"": {""p1"": 0.4408639272054036, ""var"": 0.24650292489443235, ""entropy"": 0.989885916900849}}, ""score"": 1.492847009987252}",forensic_results\ela_stego.png,0.017880757649739582,True,
